id;content
items/dio-inscriptions-raw/dio~di102-0074~1;"<sco>
    <!--ID der Inschrift:  sections-280144-->
    <!--ID des Inschriftenteils:  sections-297187-->
    <!--ID der Bearbeitung (Version):  sections-313813-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>[– – –]bert(us) [– – –] vxo[r – – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269316-->
    <!--ID des Inschriftenteils:  sections-285734-->
    <!--ID der Bearbeitung (Version):  sections-306323-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> DISSE STEN HORET ‎/ IOHANNES CRVSEN VND[E] ‎/ SINEN ERVEN<appalpha id=""footnotes-appalpha-dio-di102-0074-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269317-->
    <!--ID des Inschriftenteils:  sections-285735-->
    <!--ID der Bearbeitung (Version):  sections-306324-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> Dieser Stein und Begräbniß ‎/ Gehöret ‎/ IOCHIM DANIEL GIESE ‎/ und ‎/ Seinen Erben ‎/ ANNO 1747</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-273741-->
    <!--ID des Inschriftenteils:  sections-290294-->
    <!--ID der Bearbeitung (Version):  sections-306719-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> I [.]<appalpha id=""footnotes-appalpha-dio-di102-0074-b"">b)</appalpha> ‎/ I Z</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-273742-->
    <!--ID des Inschriftenteils:  sections-290295-->
    <!--ID der Bearbeitung (Version):  sections-306720-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> Nunmehro ‎/ MICHAEL CHRIST: KOCH[..] ‎/ und seinen Erben ‎/ 1786<appalpha id=""footnotes-appalpha-dio-di102-0074-c"">c)</appalpha></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0075~1;"<sco>
<!--ID der Inschrift:  sections-269334--><!--ID des Inschriftenteils:  sections-285752--><!--ID der Bearbeitung (Version):  sections-302192-->
<sec>
<snr>A</snr>
<par>
<lno> [– – –]b(us) orate ˑ <lig>de</lig>u(m) ˑ pro ˑ a(n)i(m)a [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269335--><!--ID des Inschriftenteils:  sections-285753--><!--ID der Bearbeitung (Version):  sections-306335-->
<sec>
<snr>B</snr>
<par>
<lno> IO[– – –] ‎/ A[– – –] ‎/ vnd [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269337--><!--ID des Inschriftenteils:  sections-285755--><!--ID der Bearbeitung (Version):  sections-306337-->
<sec>
<snr>C</snr>
<par>
<lno> Jch [– – –] ‎/ [– – –] ‎/ der [– – –]er ‎/ Der [– – –]r ‎/ wird [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269338--><!--ID des Inschriftenteils:  sections-285756--><!--ID der Bearbeitung (Version):  sections-306338-->
<sec>
<snr>D</snr>
<par>
<lno>12.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0076~1;"<sco>
    <!--ID der Inschrift:  sections-279324-->
    <!--ID des Inschriftenteils:  sections-296148-->
    <!--ID der Bearbeitung (Version):  sections-312705-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –]‎/mo die marie [– – –] obiit ˑ hinricu[s – – –]<appalpha id=""footnotes-appalpha-dio-di102-0076-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279341-->
    <!--ID des Inschriftenteils:  sections-296166-->
    <!--ID der Bearbeitung (Version):  sections-312736-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> Sola Christus Spes Mea</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279342-->
    <!--ID des Inschriftenteils:  sections-296167-->
    <!--ID der Bearbeitung (Version):  sections-312737-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> SEHL(IGEN) HINRICH ALBRECHT ‎/ GEWESENEN PROFISOR DER ‎/ HIESIGEN ST: IACOBI KIRCH ‎/ VND SEINEN ERBEN ‎/ GEHOERET DISER STEIN VND ‎/ BEGR<lig>AE</lig>BNIS ‎/ ANNO 1738 Denn 17 (decem)br(is)<appalpha id=""footnotes-appalpha-dio-di102-0076-b"">b)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279355-->
    <!--ID des Inschriftenteils:  sections-296180-->
    <!--ID der Bearbeitung (Version):  sections-312758-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> 96.</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0077~1;"<sco>
    <!--ID der Inschrift:  sections-269455-->
    <!--ID des Inschriftenteils:  sections-285873-->
    <!--ID der Bearbeitung (Version):  sections-302248-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –]xxii<appalpha id=""footnotes-appalpha-dio-di102-0077-a"">a)</appalpha> ˑ [– – –] ˑ die ˑ [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269456-->
    <!--ID des Inschriftenteils:  sections-285874-->
    <!--ID der Bearbeitung (Version):  sections-311861-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> [– – –]ST UNICA ‎/ [– – –]TUS<appalpha id=""footnotes-appalpha-dio-di102-0077-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0078~1;"<sco>
    <!--ID der Inschrift:  sections-278715-->
    <!--ID des Inschriftenteils:  sections-295530-->
    <!--ID der Bearbeitung (Version):  sections-312085-->
    <sec>
      <par>
        <lno> [– – –] ‎/ ˑ [...]s otvl[– – –]<appalpha id=""footnotes-appalpha-dio-di102-0078-a"">a)</appalpha> ‎/ [– – –] ‎/ [– – –] ‎/ [– – –] ‎/ [– – –] or(ate) ‎/ pro ea ˑ </lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0079~1;"<sco>
<!--ID der Inschrift:  sections-280130--><!--ID des Inschriftenteils:  sections-297169--><!--ID der Bearbeitung (Version):  sections-313795-->
<sec>
<snr>A</snr>
<par>
<lno> [– – –]rms[– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279361--><!--ID des Inschriftenteils:  sections-296186--><!--ID der Bearbeitung (Version):  sections-312764-->
<sec>
<snr>B</snr>
<par>
<lno> [Disse] sten hort Hans Krusen vnd ‎/ Sinen ˑ erven ‎/ 16‎//01</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279362--><!--ID des Inschriftenteils:  sections-296187--><!--ID der Bearbeitung (Version):  sections-312765-->
<sec>
<snr>C</snr>
<par>
<lno> 70</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0080~1;"<sco>
    <!--ID der Inschrift:  sections-278623-->
    <!--ID des Inschriftenteils:  sections-295430-->
    <!--ID der Bearbeitung (Version):  sections-311985-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> Jste ˑ lapis ˑ p(er)tinet ‎/ hartwyco</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279378-->
    <!--ID des Inschriftenteils:  sections-296203-->
    <!--ID der Bearbeitung (Version):  sections-312783-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> DIESER STEIN ‎/ UND BEGREBNIS GEHORET ‎/ JOHAN MICHEL ‎/ ZARNKE UND SEIN ERBEN ‎/ ANNO 1778<appalpha id=""footnotes-appalpha-dio-di102-0080-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279379-->
    <!--ID des Inschriftenteils:  sections-296204-->
    <!--ID der Bearbeitung (Version):  sections-312784-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> 192</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0081~1;"<sco>
    <!--ID der Inschrift:  sections-278562-->
    <!--ID des Inschriftenteils:  sections-295369-->
    <!--ID der Bearbeitung (Version):  sections-311924-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –iac]obi ˑ ap(ost)uli<appalpha id=""footnotes-appalpha-dio-di102-0081-a"">a)</appalpha> ˑ o(biit) ˑ [.]lac(us) ‎/ [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279399-->
    <!--ID des Inschriftenteils:  sections-296224-->
    <!--ID der Bearbeitung (Version):  sections-312804-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> W ‎// G</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279400-->
    <!--ID des Inschriftenteils:  sections-296225-->
    <!--ID der Bearbeitung (Version):  sections-312805-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> 89</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0082~1;"<sco>
<!--ID der Inschrift:  sections-269808--><!--ID des Inschriftenteils:  sections-286263--><!--ID der Bearbeitung (Version):  sections-302644-->
<sec>
<snr>A</snr>
<par>
<lno>An(n)o ˑ d(omi)n[i] ˑ M ˑ ccc[– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-280118--><!--ID des Inschriftenteils:  sections-297158--><!--ID der Bearbeitung (Version):  sections-313785-->
<sec>
<snr>B</snr>
<par>
<lno> Jste ˑ lapis ˑ pertin(et) tiderico ˑ <lig>de</lig> ˑ b[..]‎/[– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-269809--><!--ID des Inschriftenteils:  sections-286264--><!--ID der Bearbeitung (Version):  sections-302645-->
<sec>
<snr>C</snr>
<par>
<lno>Monumentum Famili<lig>ae</lig> ‎/ Schmiterlovian<lig>ae</lig>.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0083~1;"<sco>
    <!--ID der Inschrift:  sections-277814-->
    <!--ID des Inschriftenteils:  sections-294549-->
    <!--ID der Bearbeitung (Version):  sections-311076-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –]en</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269823-->
    <!--ID des Inschriftenteils:  sections-286278-->
    <!--ID der Bearbeitung (Version):  sections-302659-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>her hinrick Sten vnd sine(n) ‎/ Eruen</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269824-->
    <!--ID des Inschriftenteils:  sections-286279-->
    <!--ID der Bearbeitung (Version):  sections-302660-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>MORS TVA CHRISTE MIHI VITA EST VICTORIA ‎/ REGNVM ‎/</lno>
        <lin>LABE MEA MORIOR SANGVINE VIVO TVOˑ<appnum id=""footnotes-appnum-dio-di102-0083-3"">3)</appnum></lin>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0084~1;"<sco>
<!--ID der Inschrift:  sections-275057--><!--ID des Inschriftenteils:  sections-291730--><!--ID der Bearbeitung (Version):  sections-308149-->
<sec>
<snr>A</snr>
<par>
<lno> [– – – h]eredibus</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-275056--><!--ID des Inschriftenteils:  sections-291729--><!--ID der Bearbeitung (Version):  sections-308148-->
<sec>
<snr>B</snr>
<par>
<lno> 51</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0085~1;"<sco>
    <!--ID der Inschrift:  sections-280143-->
    <!--ID des Inschriftenteils:  sections-297186-->
    <!--ID der Bearbeitung (Version):  sections-313812-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>[– – –]cc lxx[– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-275322-->
    <!--ID des Inschriftenteils:  sections-291995-->
    <!--ID der Bearbeitung (Version):  sections-308415-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> Disse sten hort Adam ˑ russe ‎/ vnd sinen [er]ue[n]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279620-->
    <!--ID des Inschriftenteils:  sections-296461-->
    <!--ID der Bearbeitung (Version):  sections-313089-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> Hermen ‎// Reutze ‎/ vnd seinen ‎// eruen ‎/ [– – –]3[– – –]<appalpha id=""footnotes-appalpha-dio-di102-0085-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279621-->
    <!--ID des Inschriftenteils:  sections-296462-->
    <!--ID der Bearbeitung (Version):  sections-313090-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> Da[– – –]s ‎/ [– – –] ‎/ [– – –] ‎/ [– – –] ‎/ ec[– – –] ‎/ de[– – –]se ‎/ se[– – –]en</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279622-->
    <!--ID des Inschriftenteils:  sections-296463-->
    <!--ID der Bearbeitung (Version):  sections-313091-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> DISER STE[– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279623-->
    <!--ID des Inschriftenteils:  sections-296464-->
    <!--ID der Bearbeitung (Version):  sections-313092-->
    <sec>
      <snr>F</snr>
      <par>
        <lno>70</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0086~1;"<sco>
<!--ID der Inschrift:  sections-275274--><!--ID des Inschriftenteils:  sections-291947--><!--ID der Bearbeitung (Version):  sections-308367-->
<sec>
<snr>A</snr>
<par>
<lno> [– – –] ‎/ [– – –]ia[.] mar[– – –] ‎/ [– – –] ‎/ [– – –]a[– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279742--><!--ID des Inschriftenteils:  sections-296661--><!--ID der Bearbeitung (Version):  sections-313287-->
<sec>
<snr>B</snr>
<par>
<lno>63</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279743--><!--ID des Inschriftenteils:  sections-296662--><!--ID der Bearbeitung (Version):  sections-313288-->
<sec>
<snr>C</snr>
<par>
<lno> 69</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0087~1;"<sco>
    <!--ID der Inschrift:  sections-275086-->
    <!--ID des Inschriftenteils:  sections-291759-->
    <!--ID der Bearbeitung (Version):  sections-308179-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Jste lap(is) p[ertinet – – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279568-->
    <!--ID des Inschriftenteils:  sections-296406-->
    <!--ID der Bearbeitung (Version):  sections-313035-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> hans fiks ‎/ cort me[y]er<appalpha id=""footnotes-appalpha-dio-di102-0087-a"">a)</appalpha></lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279567-->
    <!--ID des Inschriftenteils:  sections-296405-->
    <!--ID der Bearbeitung (Version):  sections-313034-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> H(ERR) CHRISTOPH NÜRENBERG ‎/ UND DESSEN ERBEN ‎/ ANNO 1710</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0088~1;"<sco>
    <!--ID der Inschrift:  sections-279655-->
    <!--ID des Inschriftenteils:  sections-296499-->
    <!--ID der Bearbeitung (Version):  sections-313127-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –] ˑ v ‎/ [– – –] </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269793-->
    <!--ID des Inschriftenteils:  sections-286248-->
    <!--ID der Bearbeitung (Version):  sections-302629-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>A(n)no ˑ d(omi)ni ˑ M ˑ cccc ˑ lxiii in octaua trium ‎/ regum<appalpha id=""footnotes-appalpha-dio-di102-0088-a"">a)</appalpha> obiit ˑ tucke o[– – –] </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269792-->
    <!--ID des Inschriftenteils:  sections-286247-->
    <!--ID der Bearbeitung (Version):  sections-302628-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>A(n)no ˑ d(omi)ni ˑ M<sup>o</sup> ˑ d ⟨- - -⟩  </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279658-->
    <!--ID des Inschriftenteils:  sections-296502-->
    <!--ID der Bearbeitung (Version):  sections-313130-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> [– – – M]ORTEM [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279657-->
    <!--ID des Inschriftenteils:  sections-296501-->
    <!--ID der Bearbeitung (Version):  sections-313129-->
    <sec>
      <snr>E</snr>
      <par>
        <lno> [– – – G]ESTRENG ‎/ [– – –] CARNITZ,  ‎/ [– – –] HOFIVN=‎/[KER – – – CA]RNITZ. ‎/ [– – –]VII. APRILIS ‎/ [– – –]BEN.</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279656-->
    <!--ID des Inschriftenteils:  sections-296500-->
    <!--ID der Bearbeitung (Version):  sections-313128-->
    <sec>
      <snr>F</snr>
      <par>
        <lno> 135</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0089~1;"<sco>
<!--ID der Inschrift:  sections-275099--><!--ID des Inschriftenteils:  sections-291772--><!--ID der Bearbeitung (Version):  sections-308192-->
<sec>
<snr>A</snr>
<par>
<lno> [– – – ante] d(omi)nica(m) ˑ letare ˑ o(biit) [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279659--><!--ID des Inschriftenteils:  sections-296503--><!--ID der Bearbeitung (Version):  sections-313131-->
<sec>
<snr>B</snr>
<par>
<lno> 137</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279660--><!--ID des Inschriftenteils:  sections-296504--><!--ID der Bearbeitung (Version):  sections-313132-->
<sec>
<snr>C</snr>
<par>
<lno> 144</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0090~1;"<sco>
    <!--ID der Inschrift:  sections-275225-->
    <!--ID des Inschriftenteils:  sections-291898-->
    <!--ID der Bearbeitung (Version):  sections-308318-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> Ann[o <lig>do</lig>(m)]ini ˑ M ccc[....] ‎/ [– – –] obiit ˑ albertus [– – –] ‎/ [– – –] ‎/ gertrud ˑ vxor ˑ ei(us) (et)<appalpha id=""footnotes-appalpha-dio-di102-0090-a"">a)</appalpha> h(er)man(us) fili(us) eo(rum) ˑ ‎/ or(ate) p(ro) eis<appalpha id=""footnotes-appalpha-dio-di102-0090-b"">b)</appalpha> </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279672-->
    <!--ID des Inschriftenteils:  sections-296516-->
    <!--ID der Bearbeitung (Version):  sections-313144-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> ˑ hans ˑ kothe</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279673-->
    <!--ID des Inschriftenteils:  sections-296517-->
    <!--ID der Bearbeitung (Version):  sections-313145-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> 87</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0091~1;"<sco>
    <!--ID der Inschrift:  sections-278699-->
    <!--ID des Inschriftenteils:  sections-295506-->
    <!--ID der Bearbeitung (Version):  sections-312061-->
    <sec>
      <snr>A</snr>
      <par>
        <lno> [– – –] ˑ pertinet [– – –] ˑ domino ˑ [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-280121-->
    <!--ID des Inschriftenteils:  sections-297161-->
    <!--ID der Bearbeitung (Version):  sections-313788-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> [– – –] henrick[.] ‎/ [– – –]</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-275231-->
    <!--ID des Inschriftenteils:  sections-291904-->
    <!--ID der Bearbeitung (Version):  sections-308324-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> H(ER) IOCHIM VAN BRAVN VND ‎/ SINEN ERVEN. 1611</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279674-->
    <!--ID des Inschriftenteils:  sections-296518-->
    <!--ID der Bearbeitung (Version):  sections-313146-->
    <sec>
      <snr>D</snr>
      <par>
        <lno>ANIZO FR(AU)<appalpha id=""footnotes-appalpha-dio-di102-0091-a"">a)</appalpha> GERDERUT HINDER‎/MANS UND IHRE ERBEN SELIGEN ‎/ [JO]HAN BAAKEN KINDER A(NN)O 1724</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0092~1;"<sco>
<!--ID der Inschrift:  sections-275154--><!--ID des Inschriftenteils:  sections-291827--><!--ID der Bearbeitung (Version):  sections-308247-->
<sec>
<snr>A</snr>
<par>
<lno> [– – –] ‎/ [– – –]ata[– – –]i o(biit) ioh(ann)es ‎/ [– – –] ‎/ andreas [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-280122--><!--ID des Inschriftenteils:  sections-297162--><!--ID der Bearbeitung (Version):  sections-313789-->
<sec>
<snr>B</snr>
<par>
<lno> [Diss]e [– – –]o[.] ‎/ [..]e[– – –] </lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279683--><!--ID des Inschriftenteils:  sections-296527--><!--ID der Bearbeitung (Version):  sections-313155-->
<sec>
<snr>C</snr>
<par>
<lno> 6</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0093~1;"<sco>
    <!--ID der Inschrift:  sections-269782-->
    <!--ID des Inschriftenteils:  sections-286237-->
    <!--ID der Bearbeitung (Version):  sections-302618-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>Anno ˑ <lig>do</lig>mini ˑ M<sup>o</sup> ˑ cccc<sup>o</sup> ˑ [li ˑ f(e)r(i)a ˑ via ˑ ante ˑ fes]tum ˑ bartol[– – –] ‎/ [– – –] ‎/ [– – –] eius ˑ ora(te)<appalpha id=""footnotes-appalpha-dio-di102-0093-a"">a)</appalpha> ˑ <lig>de</lig>u(m) ˑ p(ro) ˑ eis<appalpha id=""footnotes-appalpha-dio-di102-0093-b"">b)</appalpha> ˑ  </lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269783-->
    <!--ID des Inschriftenteils:  sections-286238-->
    <!--ID der Bearbeitung (Version):  sections-302619-->
    <sec>
      <snr>B</snr>
      <par>
        <lno>[Jste ˑ la]pis ˑ p(er)tinet ˑ nicolao ˑ [.]v[– – –] svis ˑ ve[ri]s ˑ heredib(vs)</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279431-->
    <!--ID des Inschriftenteils:  sections-296258-->
    <!--ID der Bearbeitung (Version):  sections-312858-->
    <sec>
      <snr>C</snr>
      <par>
        <lno> hans ˑ grelle</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-279430-->
    <!--ID des Inschriftenteils:  sections-296257-->
    <!--ID der Bearbeitung (Version):  sections-312857-->
    <sec>
      <snr>D</snr>
      <par>
        <lno> [– – – SINE]N ‎/  ERVEN 1618</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0094~1;"<sco>
    <!--ID der Inschrift:  sections-269816-->
    <!--ID des Inschriftenteils:  sections-286271-->
    <!--ID der Bearbeitung (Version):  sections-302652-->
    <sec>
      <par>
        <lno>[– – –] ‎/ d(omi)n(u)s bernard(us)<appalpha id=""footnotes-appalpha-dio-di102-0094-a"">a)</appalpha> ˑ molcz[an p– – –]  </lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0095~1;"<sco>
<!--ID der Inschrift:  sections-269801--><!--ID des Inschriftenteils:  sections-286256--><!--ID der Bearbeitung (Version):  sections-302637-->
<sec>
<par>
<lno>[– – –] ‎/ ˑ post ˑ iacobi ˑ ap(osto)li ˑ o(biit) ˑ hi(n)rik bere fili(us) d(omi)ni ˑ ioh(ann)is bere [– – –]</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0096~1;"<sco>
    <!--ID der Inschrift:  sections-269524-->
    <!--ID des Inschriftenteils:  sections-285972-->
    <!--ID der Bearbeitung (Version):  sections-302349-->
    <sec>
      <snr>A</snr>
      <par>
        <lno>d(omi)n(u)s<appalpha id=""footnotes-appalpha-dio-di102-0096-a"">a)</appalpha> petrvs rade al(ia)s clensmit ‎/ p(re)sb(ite)r (con)sumari ho(c) op(us) ‎/ fecit a(n)no d(omi)ni 1473<appalpha id=""footnotes-appalpha-dio-di102-0096-b"">b)</appalpha> ad ‎/ h(on)o(r)em<appalpha id=""footnotes-appalpha-dio-di102-0096-c"">c)</appalpha> dei (et)<appalpha id=""footnotes-appalpha-dio-di102-0096-d"">d)</appalpha> o(mn)i(u)m s(an)c(t)or(um)</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-278520-->
    <!--ID des Inschriftenteils:  sections-295327-->
    <!--ID der Bearbeitung (Version):  sections-311852-->
    <sec>
      <snr>B</snr>
      <par>
        <lno> qvi ‎/ f(ur)at(ur) s(en)sib(us) p(ri)ve(tur) et honore qui fu(r)a(tur) ‎/ liq(ue)a(t)<appalpha id=""footnotes-appalpha-dio-di102-0096-e"">e)</appalpha> se(n)sib(us)<appalpha id=""footnotes-appalpha-dio-di102-0096-f"">f)</appalpha> privet(ur) et honore</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269525-->
    <!--ID des Inschriftenteils:  sections-285973-->
    <!--ID der Bearbeitung (Version):  sections-302350-->
    <sec>
      <snr>C</snr>
      <par>
        <lno>ihesvs</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269526-->
    <!--ID des Inschriftenteils:  sections-285974-->
    <!--ID der Bearbeitung (Version):  sections-302351-->
    <sec>
      <snr>D</snr>
      <par>
        <lno>maria</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-269527-->
    <!--ID des Inschriftenteils:  sections-285975-->
    <!--ID der Bearbeitung (Version):  sections-302352-->
    <sec>
      <snr>E</snr>
      <par>
        <lno>iohans</lno>
      </par>
    </sec>
    <!--ID der Inschrift:  sections-278519-->
    <!--ID des Inschriftenteils:  sections-295326-->
    <!--ID der Bearbeitung (Version):  sections-311851-->
    <sec>
      <snr>F</snr>
      <par>
        <lno> 39 ˑ LODT ‎/ 1 q(uentchen)</lno>
      </par>
    </sec>
  </sco>"
items/dio-inscriptions-raw/dio~di102-0097~1;"<sco>
<!--ID der Inschrift:  sections-275313--><!--ID des Inschriftenteils:  sections-291986--><!--ID der Bearbeitung (Version):  sections-308406-->
<sec>
<snr>A</snr>
<par>
<lno> hans grass[o]w</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-280120--><!--ID des Inschriftenteils:  sections-297160--><!--ID der Bearbeitung (Version):  sections-313787-->
<sec>
<snr>B</snr>
<par>
<lno> [– – –]TS[– – –] ‎/ [– – –]M</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-280119--><!--ID des Inschriftenteils:  sections-297159--><!--ID der Bearbeitung (Version):  sections-313786-->
<sec>
<snr>C</snr>
<par>
<lno> I. S.</lno>
</par>
</sec>
</sco>"
items/dio-inscriptions-raw/dio~di102-0098~1;"<sco>
<!--ID der Inschrift:  sections-275303--><!--ID des Inschriftenteils:  sections-291976--><!--ID der Bearbeitung (Version):  sections-308396-->
<sec>
<snr>A</snr>
<par>
<lno> kort [– – –]</lno>
</par>
</sec>
<!--ID der Inschrift:  sections-279629--><!--ID des Inschriftenteils:  sections-296470--><!--ID der Bearbeitung (Version):  sections-313098-->
<sec>
<snr>B</snr>
<par>
<lno> 145</lno>
</par>
</sec>
</sco>"
